name;title;male;culture;mother;father;heir;house;spouse;book1;book2;book3;book4;book5;isAliveMother;isAliveFather;isAliveHeir;isAliveSpouse;isMarried;isNoble;numDeadRelations;isPopular;popularity;Dívida;Capacidade de pagamento anual;
Harsley;;1;;;;;;;0;0;1;0;1;;;;;0;0;0;0;0.00334448160535117; R$ 89.193,00 ; R$ 41.070,00 ;
Jon Heddle;Ser;1;;;;;House Heddle;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 81.029,00 ; R$ 59.865,00 ;
Barra;;1;;;;;House Baratheon;;1;1;0;0;1;;;;;0;0;1;0;0.107023411371237; R$ 21.514,00 ; R$ 74.165,00 ;
Janei Lannister;;0;;;;;House Lannister;;1;1;1;1;1;;;;;0;0;0;0;0.100334448160535; R$ 47.070,00 ; R$ 58.273,00 ;
Robett Glover;;1;Northmen;;;;House Glover;Sybelle Glover;1;1;1;1;1;;;;1;1;0;0;0;0.167224080267558; R$ 87.633,00 ; R$ 40.480,00 ;
Delonne Allyrion;Godsgrace;0;Dornish;;;;House Allyrion;;0;0;1;1;1;;;;;0;1;0;0;0.0267558528428093; R$ 62.649,00 ; R$ 44.132,00 ;
Ormond Yronwood;Yronwood;0;;;;;House Yronwood;;0;0;0;0;0;;;;;0;1;0;0;0; R$ 19.313,00 ; R$ 75.247,00 ;
Ayrmidon;;0;Valyrian;;;;;;1;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 13.168,00 ; R$ 64.584,00 ;
Weese;;1;;;;;House Whent;;0;1;1;1;0;;;;;0;0;0;0;0.040133779264214; R$ 50.279,00 ; R$ 69.590,00 ;
Sybassion;;1;Qarth;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 18.165,00 ; R$ 34.106,00 ;
Harghaz;;1;Ghiscari;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0234113712374581; R$ 17.212,00 ; R$ 28.644,00 ;
Jeyne Swann;;0;;;;;House Swann;;0;0;1;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 56.233,00 ; R$ 49.847,00 ;
Allar Deem;;1;;;;;City Watch of King's Landing;;0;1;0;0;0;;;;;0;0;0;0;0.0434782608695652; R$ 17.049,00 ; R$ 60.373,00 ;
Gilly;;0;Free Folk;;;;;Craster;0;1;1;1;1;;;;0;1;0;1;0;0.2876254180602; R$ 98.943,00 ; R$ 59.775,00 ;
Arneld;Ser;1;;;;;;;0;1;0;0;0;;;;;0;1;0;0;0.00334448160535117; R$ 9.100,00 ; R$ 41.481,00 ;
Zarabelo;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 91.814,00 ; R$ 45.198,00 ;
Mylenda Caron;;1;;;;;House Caron;Petyr Frey;0;1;1;1;0;;;;0;1;0;0;0;0.107023411371237; R$ 56.479,00 ; R$ 51.653,00 ;
Morra;;0;;;;;House Martell;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 727,00 ; R$ 51.690,00 ;
Parmen Crane;Ser;1;;;;;House Crane;;0;1;1;0;0;;;;;0;1;0;0;0.040133779264214; R$ 64.429,00 ; R$ 61.955,00 ;
Hop-Robin;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0334448160535117; R$ 54.359,00 ; R$ 67.393,00 ;
Aggar;;1;;;;;House Greyjoy;;0;1;0;0;1;;;;;0;0;0;0;0.0267558528428093; R$ 72.917,00 ; R$ 65.315,00 ;
Garth of Oldtown;;0;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.020066889632107; R$ 97.695,00 ; R$ 54.524,00 ;
Lancel Lannister;Ser;1;;;;;House Lannister of Casterly Rock;Amerei Frey;1;1;1;1;1;;;;1;1;1;5;1;0.478260869565217; R$ 62.172,00 ; R$ 26.277,00 ;
Viserys Plumm;Lord;0;;;;;House Plumm;;0;0;0;0;1;;;;;0;1;0;0;0.0936454849498327; R$ 45.395,00 ; R$ 75.305,00 ;
Doreah;;0;Lysene;;;;House Targaryen;;1;1;0;0;1;;;;;0;0;0;0;0.110367892976588; R$ 83.675,00 ; R$ 38.579,00 ;
Areo Hotah;Sunspear;1;Norvos;;;;House Martell;;1;1;1;1;1;;;;;0;1;0;0;0.25752508361204; R$ 24.408,00 ; R$ 57.868,00 ;
Yohn Farwynd;;1;Ironborn;;;;House Farwynd of the Lonely Light;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 71.977,00 ; R$ 69.388,00 ;
Poxy Tym;;1;northmen;;;;House Stark;;0;1;0;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 46.637,00 ; R$ 55.241,00 ;
Arron Qorgyle;Ser;1;;;;;House Qorgyle;;0;0;1;1;0;;;;;0;1;0;0;0.0234113712374581; R$ 98.690,00 ; R$ 39.503,00 ;
Ormond (knight);Ser;0;;;;;;;0;0;0;0;0;;;;;0;1;0;0;0; R$ 63.117,00 ; R$ 32.062,00 ;
Meha;;0;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.00668896321070234; R$ 30.141,00 ; R$ 77.295,00 ;
Walder Frey (son of Merrett);;1;;;;;House Frey;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 3.916,00 ; R$ 30.241,00 ;
Borroq;;1;Free folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0267558528428093; R$ 99.981,00 ; R$ 56.434,00 ;
Rhaegar Targaryen;Prince of Dragonstone;1;Valyrian;;;;House Targaryen;Elia Martell;1;1;1;1;1;;;;0;1;1;11;1;0.799331103678929; R$ 51.988,00 ; R$ 37.521,00 ;
Garrett Flowers;;0;;;;;House Tyrell;;1;1;1;1;1;;;;;0;0;0;0;0.130434782608695; R$ 67.645,00 ; R$ 38.063,00 ;
Daario Naharis;;1;Tyroshi;;;;Stormcrows;;0;0;1;1;1;;;;;0;0;0;0;0.220735785953177; R$ 35.857,00 ; R$ 67.357,00 ;
Jaime Frey;;1;;;;;House Frey;;0;0;0;1;0;;;;;0;0;0;0;0.127090301003344; R$ 34.980,00 ; R$ 73.365,00 ;
Walder Frey;Lord of the Crossing;1;Rivermen;;;;House Frey;Perra Royce;1;1;1;1;1;;;;1;1;1;1;1;0.896321070234113; R$ 64.387,00 ; R$ 73.788,00 ;
Dake;;1;;;;;House Osgrey;;0;0;0;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 72.270,00 ; R$ 24.006,00 ;
Osmund Kettleblack;Ser;1;;;;;House Kettleblack;;0;1;1;1;1;;;;;0;1;0;0;0.170568561872909; R$ 1.594,00 ; R$ 69.338,00 ;
Will (Standfast);;0;;;;;House Osgrey;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 84.080,00 ; R$ 51.253,00 ;
Lyra Mormont;;0;Northmen;;;;House Mormont;;0;0;0;1;1;;;;;0;0;0;0;0.040133779264214; R$ 64.586,00 ; R$ 51.853,00 ;
Qarl the Thrall;;0;Ironborn;;;;;;0;0;0;1;1;;;;;0;0;0;0;0.0167224080267558; R$ 27.850,00 ; R$ 37.417,00 ;
Rafe;;0;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 36.116,00 ; R$ 66.150,00 ;
Medgar Tully;Lord Paramount of the Trident;1;Rivermen;;;;House Tully;;0;0;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 44.829,00 ; R$ 32.733,00 ;
Robin Ryger;Ser;1;;;;;House Ryger;;1;1;1;1;1;;;;;0;1;0;0;0.0735785953177257; R$ 55.281,00 ; R$ 76.238,00 ;
Marwyn;Archmaester;1;;;;;;;1;0;1;1;0;;;;;0;1;0;0;0.160535117056856; R$ 38.370,00 ; R$ 39.680,00 ;
Harmund Sharp;;1;Ironborn;;;;House Sharp;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 62.219,00 ; R$ 72.225,00 ;
Roger Hogg;Ser;1;;;;;House Hogg;;0;0;0;1;0;;;;;0;1;0;0;0.0267558528428093; R$ 34.811,00 ; R$ 42.130,00 ;
Damon Vypren;Ser;0;;;;;House Vypren;;0;1;1;1;0;;;;;0;1;0;0;0.157190635451505; R$ 2.885,00 ; R$ 69.843,00 ;
Marsella Waynwood;;0;;;;;House Waynwood;Stevron Frey;0;1;1;1;0;;;;0;1;0;0;0;0.0969899665551839; R$ 3.524,00 ; R$ 38.758,00 ;
Rupert Crabb;Ser;0;;;;;House Crabb;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 85.791,00 ; R$ 52.717,00 ;
Lancel V Lannister;;0;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.020066889632107; R$ 33.626,00 ; R$ 45.743,00 ;
Lenyl;;1;Free Folk;;;;;;0;0;1;1;1;;;;;0;0;0;0;0.0100334448160535; R$ 63.721,00 ; R$ 39.798,00 ;
Mychel Redfort;Ser;1;Valemen;;;;House Redfort;Ysilla Royce;1;1;1;1;1;;;;1;1;1;0;0;0.0702341137123745; R$ 44.763,00 ; R$ 78.837,00 ;
Ghost of High Heart;;0;;;;;;;0;0;1;1;1;;;;;0;0;0;0;0.0869565217391304; R$ 42.184,00 ; R$ 51.392,00 ;
Hendry Bracken;;0;;;;;House Bracken;;0;1;0;0;0;;;;;0;0;0;0;0.040133779264214; R$ 66.367,00 ; R$ 23.486,00 ;
Matthos Seaworth;;1;;;;;House Seaworth;;0;1;1;1;1;;;;;0;0;0;0;0.0769230769230769; R$ 15.169,00 ; R$ 67.367,00 ;
Lord Cafferen;Lord;1;;;;;House Cafferen;;0;0;1;0;0;;;;;0;1;0;0;0.020066889632107; R$ 22.562,00 ; R$ 42.823,00 ;
Tycho Nestoris;;1;Braavosi;;;;Iron Bank of Braavos;;0;0;0;0;1;;;;;0;0;0;0;0.0869565217391304; R$ 59.122,00 ; R$ 45.164,00 ;
Quaro;;0;Dothraki;;;;;;1;0;0;0;1;;;;;0;0;0;0;0.0301003344481605; R$ 52.811,00 ; R$ 47.856,00 ;
Willam;;1;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 99.529,00 ; R$ 32.830,00 ;
Mathos Mallarawan;;0;Qartheen;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 52.953,00 ; R$ 37.949,00 ;
Rolland Storm;Ser;1;;;;;House Caron;;0;0;1;1;1;;;;;0;1;0;0;0.0702341137123745; R$ 92.541,00 ; R$ 71.612,00 ;
Luthor Tyrell (son of Moryn);Ser;0;;;;;House Tyrell;Elyn Norridge;0;0;1;1;0;;;;1;1;1;0;0;0.130434782608695; R$ 64.022,00 ; R$ 62.019,00 ;
Pate (Night's Watch);;0;;;;;Night's Watch;;0;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 28.392,00 ; R$ 54.391,00 ;
Hodor;;1;Northmen;;;;House Stark;;1;1;1;1;1;;;;;0;0;0;0;0.244147157190635; R$ 30.274,00 ; R$ 57.717,00 ;
Murch (Winterfell);;1;Northmen;;;;House Stark;;0;1;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 55.694,00 ; R$ 77.012,00 ;
Jon Brax;;0;;;;;House Brax;;0;1;1;1;0;;;;;0;0;0;0;0.113712374581939; R$ 8.787,00 ; R$ 51.621,00 ;
Conwy;;0;;;;;Night's Watch;;0;1;1;1;1;;;;;0;0;0;0;0.0267558528428093; R$ 56.645,00 ; R$ 74.198,00 ;
Berena Hornwood;;0;Northmen;;;;House Hornwood;Leobald Tallhart;0;1;1;1;1;;;;0;1;0;0;0;0.0635451505016722; R$ 88.237,00 ; R$ 57.827,00 ;
Chiswyck;;0;;;;;House Clegane;;0;1;1;0;0;;;;;0;0;0;0;0.0635451505016722; R$ 88.251,00 ; R$ 79.865,00 ;
Philip Plumm;Lord;1;;;;;House Plumm;;0;0;1;1;1;;;;;0;1;0;0;0.0301003344481605; R$ 95.011,00 ; R$ 48.240,00 ;
Leonette Fossoway;Lady;0;;;;;House Fossoway;Garlan Tyrell;0;0;1;1;1;;;;1;1;1;0;0;0.17391304347826; R$ 16.036,00 ; R$ 44.262,00 ;
Symon Santagar;Ser;1;;;;;House Santagar;;0;0;0;1;1;;;;;0;1;0;0;0.0167224080267558; R$ 4.281,00 ; R$ 74.165,00 ;
Small Paul;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0267558528428093; R$ 84.698,00 ; R$ 29.635,00 ;
Lyman Beesbury;Master of coin;1;;;;;House Beesbury;;0;0;0;0;0;;;;;0;1;0;0;0.260869565217391; R$ 48.691,00 ; R$ 25.291,00 ;
Raymar Royce;Lord;1;;;;;House Royce of the Gates of the Moon;;0;0;1;0;0;;;;;0;1;0;0;0.0133779264214046; R$ 51.951,00 ; R$ 59.174,00 ;
Norbert Vance;Lord of Atranta;1;;;;;House Vance of Atranta;;0;0;1;1;1;;;;;0;1;0;0;0.0367892976588628; R$ 43.673,00 ; R$ 72.573,00 ;
Gyles;Ser;0;;;;;Kingsguard;;0;0;0;1;0;;;;;0;1;0;0;0.00334448160535117; R$ 98.853,00 ; R$ 23.686,00 ;
Obara Sand;;0;Dornish;;;;House Martell;;0;0;1;1;1;;;;;0;0;1;0;0.140468227424749; R$ 62.365,00 ; R$ 25.566,00 ;
Todder;;1;;;;;Night's Watch;;1;1;1;0;1;;;;;0;0;0;0;0.0367892976588628; R$ 15.396,00 ; R$ 42.253,00 ;
Pate (Shermer's Grove);;1;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 95.411,00 ; R$ 35.995,00 ;
Aglantine;Septa;0;;;;;Faith of the Seven;;0;0;0;1;1;;;;;0;0;0;0;0.0133779264214046; R$ 56.971,00 ; R$ 44.160,00 ;
Praed;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 37.583,00 ; R$ 45.355,00 ;
Lucas Blackwood;;1;;;;;House Blackwood;;0;1;1;1;1;;;;;0;0;0;0;0.0735785953177257; R$ 59.000,00 ; R$ 32.689,00 ;
Willit;;1;;;;;House Swyft;;0;1;0;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 75.375,00 ; R$ 52.317,00 ;
Jurne;Maester;0;;;;;;;0;1;1;1;0;;;;;0;1;0;0;0.0133779264214046; R$ 60.383,00 ; R$ 46.821,00 ;
Stalwart Shield;;0;;;;;Unsullied;;0;0;0;0;1;;;;;0;0;0;0;0.0434782608695652; R$ 51.204,00 ; R$ 45.008,00 ;
Helman Tallhart;Ser;1;Northmen;;;;House Tallhart;;1;1;1;1;1;;;;;0;1;0;0;0.130434782608695; R$ 74.858,00 ; R$ 45.939,00 ;
Grey Worm;;1;;;;;Unsullied;;0;0;1;1;1;;;;;0;0;0;0;0.140468227424749; R$ 44.224,00 ; R$ 73.795,00 ;
Arianne Martell;Princess;0;Dornishmen;;;;House Martell;;1;1;1;1;1;;;;;0;1;0;1;0.57190635451505; R$ 67.847,00 ; R$ 45.709,00 ;
Aemon Blackfyre;;1;Valyrian;;;;House Blackfyre;;0;0;1;0;0;;;;;0;0;2;0;0.0869565217391304; R$ 19.594,00 ; R$ 52.252,00 ;
Robert Arryn;Eyrie;1;Valemen;;;;House Arryn;;1;1;1;1;1;;;;;0;1;0;0;0.321070234113712; R$ 93.224,00 ; R$ 49.884,00 ;
Greenbeard;;1;Tyroshi;;;;Brotherhood without banners;;0;0;0;0;0;;;;;0;0;0;0;0.0367892976588628; R$ 37.734,00 ; R$ 70.756,00 ;
Iggo;;1;Dothraki;;;;Brave Companions;;0;0;1;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 79.283,00 ; R$ 50.193,00 ;
Sumner Crakehall;Crakehall;1;;;;;House Crakehall;;0;0;1;1;0;;;;;0;1;0;0;0.0267558528428093; R$ 87.913,00 ; R$ 60.353,00 ;
Rowan;;1;Free folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.060200668896321; R$ 78.673,00 ; R$ 33.358,00 ;
Squint;;0;;;;;House Greyjoy;;0;1;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 81.386,00 ; R$ 46.215,00 ;
Henly (House Ashford);;0;;;;;House Ashford;;0;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 66.362,00 ; R$ 70.028,00 ;
Jeyne Darry;;1;Westeros;;;;House Darry;Cleos Frey;0;0;1;1;0;;;;0;1;0;0;0;0.0769230769230769; R$ 45.904,00 ; R$ 67.277,00 ;
Baelor Hightower;Ser;1;;;;;House Hightower;Rhonda Rowan;0;0;1;1;0;;;;1;1;1;0;0;0.0668896321070234; R$ 43.802,00 ; R$ 34.385,00 ;
Baelon Targaryen (son of Viserys I);Prince;1;Valyrian;;;;House Targaryen;;0;0;0;0;0;;;;;0;1;0;0;0.100334448160535; R$ 96.085,00 ; R$ 34.389,00 ;
Walda Frey (daughter of Merrett);;0;;;;;House Frey;Roose Bolton;0;0;0;0;0;;;;1;1;0;0;0;0; R$ 48.255,00 ; R$ 31.600,00 ;
Axell Florent;Ser;1;;;;;House Florent;;0;1;1;1;1;;;;;0;1;1;0;0.307692307692307; R$ 46.410,00 ; R$ 62.641,00 ;
Otho Bracken;Ser;1;;;;;House Bracken;;0;0;0;0;0;;;;;0;1;0;0;0.0267558528428093; R$ 61.587,00 ; R$ 40.098,00 ;
Dalla (Dragonstone);;0;;;;;House Baratheon of Dragonstone;;0;1;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 84.954,00 ; R$ 60.306,00 ;
Cleyton Caswell;Ser;0;;;;;House Caswell;;0;0;0;0;0;;;;;0;1;0;0;0.00334448160535117; R$ 99.581,00 ; R$ 63.622,00 ;
Anguy;;1;;;;;Brotherhood without banners;;1;0;1;1;0;;;;;0;0;0;0;0.130434782608695; R$ 35.600,00 ; R$ 72.029,00 ;
Orwyle;Grand Maester;1;;;;;;;0;0;0;0;0;;;;;0;1;0;0;0.254180602006688; R$ 6.151,00 ; R$ 75.720,00 ;
Donnor Stark;Winterfell;1;Northmen;;;;House Stark;;0;1;0;0;0;;;;;0;1;0;0;0.0802675585284281; R$ 41.306,00 ; R$ 42.707,00 ;
Skyte;;1;Ironborn;;;;;;0;1;1;1;0;;;;;0;0;0;0;0.0234113712374581; R$ 95.107,00 ; R$ 65.857,00 ;
Robin Potter;Ser;1;;;;;House Potter;;0;0;0;1;0;;;;;0;1;0;0;0.020066889632107; R$ 62.418,00 ; R$ 73.729,00 ;
Cleos Frey;Ser;1;;;;;House Frey;Jeyne Darry;1;1;1;1;1;;;;1;1;1;0;0;0.247491638795986; R$ 36.238,00 ; R$ 76.469,00 ;
Norne Goodbrother;Shatterstone;0;Ironborn;;;;House Goodbrother of Shatterstone;;0;1;1;1;1;;;;;0;1;0;0;0.020066889632107; R$ 48.420,00 ; R$ 63.553,00 ;
Kyra;;1;;;;;House Stark;;1;1;0;1;1;;;;;0;0;0;0;0.0535117056856187; R$ 74.374,00 ; R$ 70.054,00 ;
Alysanne Hightower;;0;;;;;House Hightower;Arthur Ambrose;0;0;0;1;0;;;;1;1;0;0;0;0.0568561872909698; R$ 74.340,00 ; R$ 30.570,00 ;
Denys Drumm;;1;Ironborn;;;;House Drumm;;0;0;0;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 89.540,00 ; R$ 35.857,00 ;
Torbert;Septon;1;;;;;Faith of the Seven;;0;0;0;1;1;;;;;0;0;0;0;0.0167224080267558; R$ 50.243,00 ; R$ 40.616,00 ;
Joanna Lannister;Casterly Rock;0;Westerman;;;;House Lannister;Tywin Lannister;1;1;1;1;1;;;;0;1;1;5;0;0.23076923076923; R$ 46.131,00 ; R$ 48.541,00 ;
Rawney;Brother;1;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 25.436,00 ; R$ 32.882,00 ;
Morgarth;Ser;1;;;;;House Baelish;;0;0;0;1;1;;;;;0;1;0;0;0.0167224080267558; R$ 67.305,00 ; R$ 35.553,00 ;
Godwyn;;1;;;;;House Lannister;;1;0;0;0;0;;;;;0;0;0;0;0; R$ 9.541,00 ; R$ 77.162,00 ;
Willamen Frey;Maester;1;;;;;;;0;1;1;1;1;;;;;0;1;0;0;0.0635451505016722; R$ 45.768,00 ; R$ 66.347,00 ;
Yna;;1;;;;;Happy Port;;0;0;0;1;0;;;;;0;0;0;0;0.020066889632107; R$ 62.074,00 ; R$ 37.229,00 ;
Ossifer Plumm;Lord;1;;;;;House Plumm;Elaena Targaryen;0;0;1;1;1;;;;0;1;1;0;0;0.0869565217391304; R$ 62.172,00 ; R$ 73.174,00 ;
Turnip;;0;northmen;;;;House Stark;;0;1;0;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 88.954,00 ; R$ 61.013,00 ;
Tal Toraq;;1;Summer Isles;;;;House Targaryen;;0;0;0;0;1;;;;;0;0;0;0;0.0234113712374581; R$ 87.455,00 ; R$ 73.836,00 ;
Ralf Kenning;CastellanCommander;1;Ironborn;;;;House Kenning of Harlaw;;0;0;0;1;1;;;;;0;1;0;0;0.0468227424749163; R$ 45.277,00 ; R$ 41.685,00 ;
Benjen Stark (Sweet);;1;Northmen;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 93.165,00 ; R$ 61.629,00 ;
Garth Greyfeather;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0501672240802675; R$ 75.923,00 ; R$ 28.113,00 ;
Jeyne Waters;;1;Westeros;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.0735785953177257; R$ 63.362,00 ; R$ 64.646,00 ;
Gillam;Brother;1;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 24.796,00 ; R$ 77.202,00 ;
Bradamar Frey;;1;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.140468227424749; R$ 85.449,00 ; R$ 43.205,00 ;
Jommo;Khal;1;Dothraki;;;;;;1;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 82.649,00 ; R$ 49.741,00 ;
Leonella Lefford;;0;;;;;House Lefford;Lothar Frey;0;1;1;1;0;;;;1;1;0;0;0;0.0802675585284281; R$ 41.352,00 ; R$ 67.342,00 ;
Biter;;1;;;;;Brave Companions;;0;1;1;1;0;;;;;0;0;0;0;0.127090301003344; R$ 57.673,00 ; R$ 26.521,00 ;
Lucas Corbray;Ser;0;;;;;House Corbray;;0;0;0;1;1;;;;;0;1;0;0;0.0133779264214046; R$ 88.038,00 ; R$ 32.910,00 ;
Eden Risley;Ser;1;;;;;House Risley;;0;0;0;0;0;;;;;0;1;0;0;0.00334448160535117; R$ 83.422,00 ; R$ 77.646,00 ;
Harlen Tyrell;High Steward of Highgarden;1;Reach;;;;House Tyrell;;1;0;0;0;0;;;;;0;1;0;0;0.0635451505016722; R$ 95.087,00 ; R$ 69.522,00 ;
Kennos of Kayce;Ser;1;;;;;House Kenning of Kayce;;0;0;1;1;1;;;;;0;1;0;0;0.0334448160535117; R$ 69.184,00 ; R$ 44.106,00 ;
Dalla;;0;Free Folk;;;;;;0;0;1;1;1;;;;;0;0;0;0;0.0869565217391304; R$ 54.576,00 ; R$ 26.341,00 ;
Shagga;;1;Vale mountain clans;;;;Stone Crows;;1;1;1;1;1;;;;;0;0;0;0;0.0735785953177257; R$ 18.267,00 ; R$ 75.692,00 ;
Alys Karstark;;0;Northmen;;;;House Karstark;Sigorn;0;0;1;1;1;;;;1;1;0;0;0;0.157190635451505; R$ 38.586,00 ; R$ 62.371,00 ;
Rosey;;0;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0301003344481605; R$ 25.954,00 ; R$ 45.050,00 ;
Roslin Frey;;1;Rivermen;;;;House Frey;Edmure Tully;0;1;1;1;1;;;;1;1;0;6;0;0.217391304347826; R$ 86.726,00 ; R$ 57.345,00 ;
Greydon Goodbrother;;1;Ironborn;;;;House Goodbrother;;0;0;0;1;0;;;;;0;0;0;0;0.0468227424749163; R$ 29.819,00 ; R$ 47.043,00 ;
Joffrey Lonmouth;Ser;1;;;;;House Lonmouth;;0;0;0;0;0;;;;;0;1;0;0;0.0234113712374581; R$ 79.628,00 ; R$ 76.116,00 ;
Jon Umber (Smalljon);;1;Northmen;;;;House Umber;;1;1;1;1;1;;;;;0;0;0;0;0.0702341137123745; R$ 85.826,00 ; R$ 41.693,00 ;
Mellos;Grand Maester;1;;;;;;;0;0;0;0;0;;;;;0;1;0;0;0.237458193979933; R$ 96.248,00 ; R$ 36.682,00 ;
Elyas Willum;;1;;;;;House Willum;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 23.038,00 ; R$ 62.403,00 ;
Shyra;;0;Northmen;;;;House Stark;;0;1;0;1;0;;;;;0;0;0;0;0.020066889632107; R$ 77.465,00 ; R$ 24.774,00 ;
Orivel;Ser;1;;;;;Kingsguard;;0;0;0;1;0;;;;;0;1;0;0;0.00334448160535117; R$ 70.462,00 ; R$ 67.983,00 ;
Quellon Humble;;1;Ironborn;;;;House Humble;;0;0;0;1;1;;;;;0;0;0;0;0.020066889632107; R$ 46.610,00 ; R$ 69.106,00 ;
Lucimore Botley;;0;Ironborn;;;;House Botley;;0;0;0;1;0;;;;;0;0;0;0;0.0468227424749163; R$ 56.539,00 ; R$ 65.442,00 ;
Willow Witch-eye;;0;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0501672240802675; R$ 65.785,00 ; R$ 77.011,00 ;
Helly;;0;;;;;;;0;0;1;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 10.598,00 ; R$ 42.319,00 ;
Skinner;;1;;;;;House Bolton;;0;0;0;0;1;;;;;0;0;0;0;0.0334448160535117; R$ 29.099,00 ; R$ 31.628,00 ;
Dunstan Drumm;Old Wyk;1;Ironborn;;;;House Drumm;;0;1;1;1;1;;;;;0;1;0;0;0.0769230769230769; R$ 19.799,00 ; R$ 25.749,00 ;
Nymos;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 9.682,00 ; R$ 51.278,00 ;
Selwyn Tarth;;1;;;;;House Tarth;;0;1;1;1;1;;;;;0;0;0;0;0.0635451505016722; R$ 98.764,00 ; R$ 42.494,00 ;
Draqaz;Cupbearer;0;Ghiscari;;;;;;0;0;0;0;1;;;;;0;1;0;0;0.0167224080267558; R$ 90.305,00 ; R$ 46.687,00 ;
Kym;Maester;0;;;;;;;0;1;0;0;0;;;;;0;1;0;0;0; R$ 26.844,00 ; R$ 31.803,00 ;
Robar Royce;Ser;1;Valemen;;;;House Royce;;1;1;1;1;0;;;;;0;1;1;0;0.0969899665551839; R$ 90.909,00 ; R$ 34.445,00 ;
Baelor Blacktyde;Blacktyde;1;Ironborn;;;;House Blacktyde;;0;1;1;1;0;;;;;0;1;0;0;0.060200668896321; R$ 69.491,00 ; R$ 43.989,00 ;
Yandry;;1;;;;;House Targaryen;Ysilla;0;0;0;0;1;;;;1;1;0;0;0;0.0501672240802675; R$ 63.091,00 ; R$ 34.771,00 ;
Lem;;1;;;;;Brotherhood without banners;;0;0;1;1;0;;;;;0;0;0;0;0.0836120401337792; R$ 96.763,00 ; R$ 62.893,00 ;
Robin Hollard;;1;;;;;House Hollard;;0;0;0;1;0;;;;;0;0;0;0;0.0267558528428093; R$ 83.624,00 ; R$ 29.583,00 ;
Rodrik Cassel;Ser;1;Northmen;;;;House Cassel;;1;1;1;1;1;;;;;0;1;1;1;0.397993311036789; R$ 16.486,00 ; R$ 74.925,00 ;
Raymond Nayland;Ser;0;;;;;House Nayland;;0;0;0;1;0;;;;;0;1;0;0;0.0167224080267558; R$ 99.984,00 ; R$ 39.107,00 ;
